,Comment ID,Comment,Likes,Replies
18,Ugw9rrLZFmSLgAU4cZp4AaABAg,"The wholesome christian valorant community has been corrupted ( ˘︹˘ ) Jokes aside, its good to see friends have a genuinely good time together. Having fun is underrated!",0,0
19,UgziAO6PX9Jk8C70MPF4AaABAg,"when Jess started talkin about the strapon i was afraid i knew where that was going,.....it went the way i thought it was going <br>shes unhinged",0,0
20,UgxbicRarb18MmDFbFN4AaABAg,chipotle song is the cuter and funnier song ever,6,0
21,UgzpLVpjGQTvUat2zjZ4AaABAg,"😂😂😂 love the YouTube vids, but the streams are live. This 5 stack is legendary haha",1,0
22,UgzeICY0otSaPcqTsLx4AaABAg,The video is missing Eva&#39;s slurp-eating noise 🤣,1,0
23,UgxwcW4yXHTaG2A1ozB4AaABAg,"<a href=""https://www.youtube.com/watch?v=Lc0IrV_zAWI&amp;t=7m54s"">7:54</a> the reason I stopped playing sova sometimes darts won’t detect and u think it’s safe till u walk into 3 people lined up and just demolishing u 😂",0,0
24,UgwWSJW8H_0JlqA5djV4AaABAg,WE LOVE TORMENTING CELINE KEKEKEKKEKEMEMEMMEMEME,2,0
25,Ugyb1JSQQc_SWXA2s2d4AaABAg,the unhinged valo hours are the best,0,0
26,UgwWrqQo-Avx6PzFu9x4AaABAg,Farming HUH&#39;s for 10 minutes and 39 seconds,5,0
27,UgzXXJf3qXkUIS33e-F4AaABAg,Absolutely unhinged degen trio. Also more W thumbnail art from viii,1,0
28,UgxxwzYvSYeGeOwUKd94AaABAg,Awesome video.,1,0
29,UgzWHNMncagmos3ao6B4AaABAg,Does anyone know the background music that is playing at the very start of the vid? Thank you :),0,0
30,Ugw9rqM8_Ra0ErkTWhR4AaABAg,hi celine&#39;s grandma,1,0
31,UgzNJ3z2EPFEFLNMYnJ4AaABAg,❤️,0,0
32,Ugx8HgsXB_ObnzbXAM14AaABAg,yep Valkyrae said so hehe,1,0
33,UgxHfTPMSTWsQ_KbXs54AaABAg,one hop this time,0,0
34,UgzPHYF7bGwqQ78Grzp4AaABAg,Completely normal,0,0
35,UgyCJeYdBYxJuniL1Vp4AaABAg,Eva and Jess are down bad.,1,0
36,UgyHN3DTMmgBrkbGiKl4AaABAg,Men are not stupid it&#39;s politically correct to say women are the best at everything no matter what and take it.,1,0
37,UgxLm6LnbF8QwKnShN14AaABAg,ririka ririka~,0,0
38,UgyLIh3FIOUJmc8Pwl94AaABAg,😳 huh?!,2,0
39,Ugx-MyFNGwiUKZIWI1t4AaABAg,"When you&#39;re the lowest team but you&#39;re a main character in an anime, but they lost the finals, and hey main characters don&#39;t always win, maybe someday, you guys will be legends",3716,27
40,UgzWDQhfUdW3Si6omLl4AaABAg,"Their synergy was so good, and all of them played so well",3532,3
41,UgzSYS98RNc4FGJBkHJ4AaABAg,I can relate to this vid<br>My team: we’re winning?! <br>Me: I know…I’m scared too!,2003,3
42,Ugy-kpso2H9PZV7xo-94AaABAg,"Team Scarra had like the highest average in player skill if you ask me they were pretty stacked... the fact that Team Lily that was kind of looking like the weakest on paper going into it ended up going to the finals and getting that close shows how good their teamwork was, they all understood their role in the team as players and in terms of who they were playing. Team Lily was by far the best team to watch this tournament because they kept defying expectations. <br>Would be cool to see the tournament happen again with the same teams, even though it&#39;d never happen.",1571,19
43,UgyrpTZOumJ9VvMrfhR4AaABAg,"Sykkuno be like : &quot;We are the lowest ranked team in valorant but.....i knifed toast guys...i knifed TOAST! hahahahaha&quot; <a href=""https://www.youtube.com/watch?v=Kl2XzD5DMoY&amp;t=2m45s"">2:45</a>",1448,0
44,UgzXnTJEGU59PPT_ZCB4AaABAg,But… you have the best chem ever! I loved watching this team play throughout the whole OTV tournament!! Yvonne and lily low key popping off 🔥,1025,2
45,UgxsuxXWD0-id7YMPKd4AaABAg,The ending was so sad 😭 but the fact that they got to the Finals Is amazing!,458,1
46,UgwqmAC14nGauv99Zw54AaABAg,I had very low expectations from team lily this tourney BUT THEY POPPED OFF!!,763,0
47,Ugw0JBk6CFNV-80Q1M94AaABAg,their teamwork was surprisingly great,766,3
48,UgyUl-0vDHgif3c7P5h4AaABAg,"<a href=""https://www.youtube.com/watch?v=Kl2XzD5DMoY&amp;t=24m32s"">24:32</a><br>Sean: Yeah, Sykunno fight again!<br>Sykunno: <b>dies</b> 😂",445,1
49,UgzuQQXCq9YZ8k5W7ft4AaABAg,They gave a strong comeback to opponent everytime. That&#39;s why he is the coolest.,402,0
50,UgwVaUMlTqkKWCE76p14AaABAg,"This happened last tourney too! Toast&#39;s team was technically the weakest on paper and they used the same team comp the whole time (no duelist too!), but their comms were phenomenal. Team Lily&#39;s synergy beats all, no matter the rank ☺",138,1
51,UgwGrAd3Ox7T9jylkL54AaABAg,"Sean and Danny were the pillars of the team, but Sykkuno, Lily, and Yvonne really held their own",203,0
52,Ugy5kBlxG7xNrWDu2bl4AaABAg,"I&#39;ve watched every upload of this game from the OTV channel to lily&#39;s, Yvonne&#39;s and now Sykkuno and it is still so entertaining and exciting every time. For me they are the real winners cause it was so unexpected for them to go into the finals and yet they did and it was not an easy fight they did not just let scarra&#39;s team win considering their team is stacked,  they did their best and it was amazing to see their group synergy and great comms.  Hope to see them play again together. Also Good job editor! this again is well edited, thanks for the different POVs. Really entertaining.",275,0
53,UgwXIqGJ23jMDc1EuMV4AaABAg,"team lily is literally the power of friendship (teamwork, same thing)",135,0
54,UgxNJ9NoWFxrwetLwmF4AaABAg,The &quot;what if we could be winners for once&quot; hit too close to home 😭😭 You guys did great!,44,0
55,UgxfGPol1_mULKwjNT94AaABAg,"You made it to the finals, I&#39;m really proud how much you guys improved since the last tournament, I&#39;ll have to say, Chamber is your agent, i hope someday i can play almost as good as you 😂 bc i really suck at this game but I love it 😅",79,0
56,UgzPB9_tK0thoYX0E8x4AaABAg,"The games against Scarra and JoJo, my anxiety levels were going up and down with all the intense overtimes",91,0
57,UgzgBdws8v7YeUCQmqx4AaABAg,I miss team Lily. They were such a good group 😢,71,0
58,UgyBBRdqseao94siV-x4AaABAg,"I&#39;mma just put it out there, you and your friends are super awesome!",76,0
59,UgwKNdLqlI7yBpCrsdp4AaABAg,"The teamwork was clearly awesome. The comms were on point, and all were so positive. I need more content from this squad🥺👍",19,0
60,UgxZuQwmCZRZVKR7J_Z4AaABAg,"Sometimes winning is about upstaging expectations, and by that standard I&#39;d consider them the tournament champions. While there may not be a participation trophy, it was still an incredibly close last game.",24,0
61,UgzUR5JZcgNfMdOUeox4AaABAg,"i love how Syk is so humble and wholesome, but he is really good at the games he plays. &lt;3",22,0
62,UgwsWHPnMMvthiYEMhN4AaABAg,the drunk danny jett for the thumbnail art is so cute. congrats on doing so well in the tourney!!! TEAM LILY!!!!,48,0
63,UgwzmzbIS9S1J0FG-oZ4AaABAg,I watched the whole thing live and I&#39;m just gonna say Sykkuno you&#39;re cracked!! Good job on the tournament :),39,0
64,Ugz6sQ43BQWj5q2uq8d4AaABAg,"jodi is really good but the <a href=""https://www.youtube.com/watch?v=Kl2XzD5DMoY&amp;t=25m42s"">25:42</a> caught me off guard. she&#39;d ALMOST gotten yvonne but sykkuno was at market (jodi didnt know) and manage to help yvonne. that was a good game !!",14,0
65,UgxNMQ7za3GjibVLr7d4AaABAg,100% echoing this: Sykkuno has the duality of an iron and a radiant XD,49,0
66,UgwYK1kh0R7QUedDxVh4AaABAg,Love that Sykkuno got the winning shot on that 32 round game,14,0
67,UgwsXSa3DCE9iIstO0Z4AaABAg,"Danny &amp; Sean really ² crack. Sykkuno, Lily &amp; Yvonne surprisingly crack. Team&#39;s synergy bring them to runner-up. Really enjoyed the whole tournament.",13,0
68,Ugzk-77kEDSsDyrMTOp4AaABAg,I enjoyed this tournament so much team lily did so good,36,0
69,UgyPJRadGfbG73jJ71h4AaABAg,THAT ENDING WAS SO SAD BUT SO INSPIRATIONAL AT THE SAME TIME,23,0
70,Ugyb5O9uwYs3Nbwi-ql4AaABAg,I had the best time watching your team’s games! Ahhhhh! Congrats to team lily!,23,0
71,Ugyduhi832QUApntFIF4AaABAg,Love it &lt;3 teamwork was really impressive <b>A</b> you did great in the tournament! GG,24,0
72,UgyMmvpM_E8D5qIoESZ4AaABAg,Can we take a moment to appreciate the editing? It’s just so good.,1,0
73,UgzxvYjyCGSP19Sqsw54AaABAg,Even at the finals they were neck and neck with the scores 🙆‍♀️ amazing,5,0
74,UgyjtzYEP_jwg8OLbqV4AaABAg,watching sykkuno play valo is always a joy whether hes winning or losing,2,0
75,Ugz_fIUhQKzcdD_Oen14AaABAg,"So much planning, an energetic team, they did so well and worked together using Communication.",6,0
76,Ugwns0TBr2YjGE-GpSF4AaABAg,I loved watching team Lily! They all played so well as a team ^^,2,0
77,UgwqoCbfmsk0wakf60F4AaABAg,"And the fact that they wanted to play one last time and end with a win (which they eventually did); that&#39;s how much Team Lily was the standout team of this tourney, even though it was for charity.",3,0
78,UgwL9g7FXG8FQxJm50F4AaABAg,The fact you guys won over Jody and John is so amazing! 👏,4,0
79,UgzyYT_XyZ77wl6yZJ54AaABAg,Your team actually did great sykkuno!!! The teamwork was amazing!!,1,0
80,UgxV1Jf69E9aAUtNkO54AaABAg,Spectacular team and performance! From skill to entertainment,1,0
81,Ugy2DnsdrVqTgzPAFJB4AaABAg,"The fact that they made it to the finals even if theyre the lowest rank player, the teamwork",1,0
82,Ugzz69rYpUjQ2VgVkHV4AaABAg,The overtime round was the highlight point lol back and forth &quot;a decade off my life&quot;,15,0
83,UgwDHbWj3ZGyKEPvb8R4AaABAg,"Honestly - if the lowest ranked team makes it to the finals, someone needs to remake the ranking process... XD",8,0
84,UgxkCV7DnETVwbdDHoh4AaABAg,sykkuno&#39;s plot armor is activated... and buff his team...,45,0
85,UgxmbVkbt3-r2dTSizp4AaABAg,"As the lowest ranked team, they are one of the teams that have a great unexpected chemistry",0,0
86,UgySZyPdy4dRYV4w1zl4AaABAg,Team Lily did so well!! im gonna need them to play more games together,0,0
87,Ugw0KBTJuZW-Y6c-b6l4AaABAg,"This editor is really good, making some funny and cool clips",0,0
88,UgyqvUkUy4VNUlEIr794AaABAg,Last time Lily&#39;s team won in LoL now she&#39;s winning in Valorant,5,0
89,UgztJELVORUXfIOXjj94AaABAg,THE SYNERGY!!! I play valorant with my friends and none of us can cordinate as well as team lily did!,0,0
90,Ugzj4_23Q2u8RQdDRo54AaABAg,THIS TEAM WAS SO GOOD AHH,24,0
91,UgwjlJQmc4GzZ_HY0OJ4AaABAg,Lily&#39;s team was the best underrated team,11,0
92,UgyHGwMFRAUWBDGaMkB4AaABAg,I love syk&#39;s editors so much...they are the reason I can never get tired of watching sykkuno...,0,0
93,UgzI9jsPjYwWKyBU9nt4AaABAg,ive seen it live but sykkuno&#39;s sadge farming at the end got me in my feels again :&#39;(,3,0
94,UgwRmRUf5ZRYScjEpKN4AaABAg,Yeah team scarra was just way to good. But this team was the team that I thought would really win,30,0
95,UgyqdgK_O5qzd1YAP_p4AaABAg,YOU DID GREAT TEAM LILY!!,1,0
96,Ugzx5SLgKguWnqEMtzF4AaABAg,Everytime I watch this I keep laughing at the first fight with the knives and the slow music and slomo video editing. It&#39;s too funny and dramatic XD especially with Toast&#39;s team moving side ways in sync<br>🤣,0,0
97,Ugz_GiNRw33F5rk2-0x4AaABAg,This was beautifully edited,5,0
98,UgxVwYr5a7dmpI6uB-94AaABAg,So good!!! Enjoyed every min ✨☺️,3,0
99,UgwMChGyVGEbf7JkBc94AaABAg,I love the editing so much been cracking up the whole time,1,0
100,UgxDofdz8aOMvPcBNLB4AaABAg,Hope u have more tournament like this.<br>Rewatching for the 3rd time ksks,0,0
101,Ugyz7OPywNMeoGc97-h4AaABAg,Team Lily hustled this tournament so well xD,1,0
102,UgzOTc2Y1Ge3qL_4Qs54AaABAg,Don’t feel down about a silly tournament you guys kicked ass,0,0
103,Ugy-zUHgZUsYeYGUFPZ4AaABAg,I love them. Team lily was amazing,4,0
104,UgyRGclUMl8UzkpH4Dx4AaABAg,LMAOOO I LOVE THE 5HEAD EDIT ON SYKKUNO ITS SO FUNNY!! AHH CHEMBERKKUNO IS JUST SO DAMN COOL WE NEED MORE CHAMBERKKUNO,12,0
105,UgxvUDLknkQfOGiTjDV4AaABAg,This was like watching a sports anime. But props to you all everyone really popped off😆,0,0
106,UgxcAk-IklQwCDRlr_54AaABAg,You could make an anime out of this entire tournament alone. The storyline and characters... Y&#39;all see where I&#39;m going with this?,0,0
107,Ugz8dX0F54Et6jba0FN4AaABAg,"Good stuff, you are all aces in my book.",0,0
108,UgzQcndZ91aUqwaEQxN4AaABAg,You all did your best :),0,0
109,UgwNwEMmR_v21ze93PV4AaABAg,One of the most satisfied highlight video I have ever seen in my life!,6,0
110,Ugz-qDzcWV2XuHUwVwF4AaABAg,You did great cheers team lily,0,0
111,Ugy2POAZVa69-m53tIx4AaABAg,Sykunno your so wholesome I hate it but yet love it at the same time,1,0
112,Ugx5pBg_3y72dstuMmh4AaABAg,i honestly to god thought they were gonna lose every game. All the other teams had better players. I will have to say yvonne has improved so much.,0,0
113,Ugzjp6tgadMgTF0M8sJ4AaABAg,Sykkuno’s editor with the audio sfx is going crazy! Amazing.,7,0
114,UgzusPDEsZC-eSQy9SB4AaABAg,"At <a href=""https://www.youtube.com/watch?v=Kl2XzD5DMoY&amp;t=10m35s"">10:35</a><br><br>BoxBox: YOU SHALL NOT PASS!<br><br><b>Danny knifed them all</b><br><br>BoxBox: They&#39;re totally did pass <br><br>LMAO so cute 😂",0,0
115,UgzDVF1Nm-750GPbfhl4AaABAg,"I love this editing, chefkiss.<br>&#39;13-6 the struggles&#39; pretty good insert there, not gonna lie",2,0
116,Ugy_K0x9OmJjodwsKtp4AaABAg,Such a good teamwork!!,4,0
117,UgywCfBobxctd2CLw-R4AaABAg,"thanks for the edit, editing team! you made an amazing game more awesome with the edits hahaha",9,0
118,UgziePh2PGoACaUqYD94AaABAg,Half of our team went drinking 😂,9,0
119,UgyyU7Jj9dngylxS91J4AaABAg,No way they beat toasts team😂,0,0
120,UgwNx8xfUKPVjEL5oyN4AaABAg,You guys did soo amazing <br>Second place right?,5,0
121,Ugydvo_uFsT1M1Uj3Sh4AaABAg,"You&#39;re doing very good, but sometimes luck is not on your side and you can&#39;t always win <br>Tbh I&#39;m bad at the game too, but sometimes when I in good condition I&#39;ll do really good just like you 😁",0,0
122,Ugx5PWj-Yi1VQRya5CV4AaABAg,Why did it feel like every sick kill Sykkuno had against Scarra’s team was on Peter 😂,0,0
123,Ugx1b1rnJcQDRp8aINN4AaABAg,This would be so much fun versing your own friends... imagine having 9 friends to do this with... couldn&#39;t be me... sadly...,0,0
124,UgwoiFZKhd0aDP9TSo94AaABAg,I WAS SO EMOTIONALLY INVESTED IN THIS ROUND,0,0
125,Ugyekc_j-NYuDwt6u0d4AaABAg,sykkuno&#39;s massive knifing skills payed off pog<br>very impressive result tho!,0,0
126,Ugz7TWFx-dLBF-OKd1h4AaABAg,"Sykkuno pressed ult<br>Chamber: You are so dead<br>Sykkuno: im so dead, im so dead.",0,0
127,UgwvPf2nLRBGFMaWnAR4AaABAg,UR TEAM WORKS WELL TOGETHER,1,0
128,UgxFUQwEIrrov3ZIs4h4AaABAg,Tbh even thought Sykkuno isn&#39;t the best player his tap firing is super clean,0,0
129,UgzdXGuFlnKy57OmQyB4AaABAg,sykkuno was definitely the main character of this tournament,0,0
130,UgxTnvy-3wzhJg88EQd4AaABAg,Dude they did pretty good,0,0
131,Ugy20DWGfxKBiqSGNW14AaABAg,holy shit you almost had that!! thats why underdogs are my favorite ggs team lily,0,0
132,UgzC4n9ldzXoJTF-7WN4AaABAg,"<a href=""https://www.youtube.com/watch?v=Kl2XzD5DMoY&amp;t=7m27s"">7:27</a>  I have been noticing how sweet poki and sykk are to each other",0,0
133,UgwrpwCzZjqc6LpehVR4AaABAg,sean was a lurking god this tournament,0,0
134,Ugxw0LcxwGseqRQySsF4AaABAg,Happy Holidays!!! Love watching your videos. Miss Valorent game play.,1,0
135,Ugwa0DgjxHbHscshdjJ4AaABAg,u are so good at valorant sykkuno!!!,0,0
136,UgzGUISCteYeQG8fSSh4AaABAg,Low rank doesn&#39;t meant your bad,5,0
137,Ugwgnvs4ds2Hf4K_8pt4AaABAg,Sykkuno so good at pretending to be weak,0,0
138,Ugy-dIWkxzbYhKPPbI14AaABAg,"So right before the tournament<br>I said to myself<br>If the team rae is on goes undefeated, I’ll download valorant and start playing, and what do you know",1,0
139,UgzLC8Dm01aX-IxpzMp4AaABAg,I love how sykkuno randomly goes into stories like an actual grandpa,556,7
140,UgzZMRpS9qeF2_VGSOV4AaABAg,I can’t believe sgares overcame his ptsd from his “incident” with sykk. Truly a unique duo,279,5
141,UgxgkQgY7A_zDQkyK5B4AaABAg,"Sydney just enabling this man like &quot;he&#39;s a genious!&quot; is so funny. Thanks to the brothaman for the lobby, they were having so much fun! Those last rounds were so entertaining.",100,1
142,UgzophWSWeNRJrfDtON4AaABAg,sgares and sykkuno is something I thought I wouldn’t see again - thanks toast for putting this group together!,219,0
143,UgzXrkRmA2x-nSULVvp4AaABAg,this whole stream was so fun. sykkuno and sgares together again we love to see it,49,0
144,UgwLZNN9EN_Xe69NSwt4AaABAg,THE LEGENDARY LINE SAY IT AGAIN<br>THE LINE : “WHAT IS UP GUYS IT&#39;S SYKKUNO HERE !!”,50,0
145,UgzjFpfDMSJO4yZ9U0B4AaABAg,Thank you brothamanz for this amazing lobby! It was nice seeing Sykkuno and Sgares interactions after the incident 💚💚💚💚,39,1
146,Ugx8wczGnevqx60yyYR4AaABAg,"Woo a video!! I love love the editing on this, because even though I watched it live, it was still interesting to see the games again. The long C rush is a new classic lol Also the ending screen is so nice with the sprout hoodie!! <a href=""about:invalid#zCSafez""></a>Thanks for the upload <a href=""about:invalid#zCSafez""></a>",44,0
147,Ugw3nvw_MlwUYDLpj914AaABAg,"So glad this is back, it’s been decades",31,0
148,UgxeKiJpizQIcVe3PkR4AaABAg,"I loved that stream, vibes were so good",17,0
149,UgwOEBzaGZd5je_SOkt4AaABAg,sgares still gets nightmares about syk&#39;s raze,43,0
150,UgwUibjBX3gmoBzCWF14AaABAg,"Omg I missed that intro, also this stream was iconic af <a href=""about:invalid#zCSafez""></a>",25,0
151,UgxmpV_L8Vx4lbEBsCZ4AaABAg,THANK YOU BROTHAMANS FOR SETTING UP THIS MONSTROUS LOBBY!!! &lt;3,8,1
152,Ugy3a98BRooWRIT-en94AaABAg,syk&#39;s commitment to the bit is admirable,6,0
153,UgzMB5PXBr4cf3j_rzR4AaABAg,Lets gooo its been a while since I heard that intro !! Its so cool seeing Sgares and Sykkuno colab after all these days.,12,0
154,UgwjuX10uwREf0DQoO14AaABAg,he&#39;s so funny I&#39;m glad he uploaded a vid again,8,1
155,Ugy8MeVvsBr00K4UwPZ4AaABAg,Woo finally a sykkuno vid after so long! It&#39;s been AGES! I love the editing on this vid and the small story time section. Ty Blink!!,7,1
156,UgxSsz-THO3g4czzSIJ4AaABAg,omg its been so long since a regular video!! this stream was so fun and the syk x sgares meetup after 2 years is iconic!!! thanks for the video!!,4,0
157,Ugx-fomyvlc7-hnBRtR4AaABAg,Imagine being a pro vct team and running into this team 😅,4,1
158,UgwifV0aiq2qtVgCwUd4AaABAg,"Tbh i dont like watching valo , But this guy makes any game fun . A legend they say !",2,0
159,Ugxr98LRvXfAkbS1qvl4AaABAg,"wait, since sykkuno is on yt, he really looks like he is having so much fun. <br><br>i love how sykk looks in this vid [stream] :&gt;☆",13,1
160,UgxL2aP23JW9Iv8Gd_Z4AaABAg,Bro I laughed so hard when they kept going C,5,1
161,UgxjtE7ir2fJZDdJw654AaABAg,"Love that you started posting shorts and now the videos are back too! Pop off king <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",12,0
162,Ugx7TG9RuPcFqKEEsNp4AaABAg,"Wooo after so long another syk  vid, and its the reunion of syk and sgares valo. I&#39;ll enjoy the vid <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",7,0
163,UgwMPl89DU-XhrHLUYR4AaABAg,This stream was great. All while getting toast his rank lol.,1,0
164,Ugws6U2CuDfwnHCxwO14AaABAg,"Love this short video! Love this group! thanks for uploading, we know it&#39;s actually not profitable, so thank you! XD",0,0
165,UgxwcJk_TLc1B6ddjT94AaABAg,I love how they kept going C again and again,6,1
166,UgzQ5UuWcjKDDGOS9CF4AaABAg,omg it&#39;s been ages since his last video i missed this a lot,9,0
167,Ugw5eLJz1XgqA4dkscR4AaABAg,"tnx for the upload, more syk vids pls.<br><br>I&quot;ve been busy for the past months bc of work and i dont have enough time to watch the vods, if im gonna catch up on some clips of syk i rather watch here than on those clip stealing channels 😝",5,0
168,UgxqS7NcWt_wlcBE-aJ4AaABAg,Love the Valo content!!!,0,0
169,UgwHanI1rK4RQm736894AaABAg,"&quot;okay guys i... i feel a little bit nervous, i feel like it won&#39;t work&quot; IS WHAT THE ENEMY&#39;S THINKING SO THEY WOULDN&#39;T EXPECT US TO DO IT AGAIN!!!",0,0
170,UgyxhSP-fMD9IG4z7kV4AaABAg,Sykkuno and sgares was a great reunion,4,1
171,Ugyrig8TjQC-E27u22h4AaABAg,"After 2months+ finally a new yt vid!!! But i cant believed no plateup highlight clips content 😔 nonetheless i miss this upload, if i haven&#39;t got time to watch a full stream vod, these vids carry it lol thanks Syk &amp; editors!",1,1
172,Ugz_6vRywTQRZ8Fg-g14AaABAg,val content w syk and tarik is always so good,0,0
173,UgxcCLchpwhU0-87xGx4AaABAg,I feel like you would play well with joshseki!,1,0
174,Ugz4PkfxozkI0z_hugt4AaABAg,"Yay new Sykkuno yt vid I&#39;ve missed the uploads and that intro<a href=""about:invalid#zCSafez""></a>Glad they&#39;re back! WOO!<a href=""about:invalid#zCSafez""></a>",2,1
175,UgyoZjtB4jQFIBhngH94AaABAg,They won’t expect us rushing c the 24th time in a row right?,6,0
176,UgzDEV9x5jR-fQeY_CN4AaABAg,"WHAT IS UP, GUYS? IT&#39;S SYYYYYKKUNO HERE!<a href=""about:invalid#zCSafez""></a>",6,0
177,UgwhjdI1b56f5gzjwdV4AaABAg,"OMG, I LOVE THIS OUTRO💜",6,0
178,Ugy2w0ExrPEDKd1ZJ914AaABAg,sykkuno made the best haven strat,9,0
179,UgygJ5AHBQbkQeApOcF4AaABAg,this was such a funny group,0,0
180,Ugzit3JqAURjtA7QieF4AaABAg,THE TARIK CARRY !,10,0
181,Ugyf_QHz9oDdF8WlDSV4AaABAg,"love that he is posting again, does sykkuno only have 1 editor?",0,0
182,UgxO-cGFbItR8_dtpO54AaABAg,"Show us your smile bro, don&#39;t hide your smile every time😆",0,0
183,UgxXoVD5NIN388rgPbZ4AaABAg,Finally an Valo video by syk,2,0
184,UgxqSJ73FD8UBOHw9Sl4AaABAg,Finally a video after ages !!!,4,0
185,UgywnnnKku-qAO-0Kxd4AaABAg,&#39; I went to a strip club. I had lost 200 bucks in 5 mins.&#39;,4,0
186,Ugykp3i41BVfzceOKpd4AaABAg,its been so long since sykkuno posted a youtube video im gonna cry,1,1
187,UgwsdZibH5Buf6zbMbR4AaABAg,this video gives off “it goes in the square hole” vibes 😂,0,0
188,Ugxgr6SXZ6Epl-bfQnV4AaABAg,the pew sound during some shots got me lmao,3,0
189,UgymuyelSUx8NB5KnIx4AaABAg,This was the reunion of the year. Sgares is such a good sport.,1,1
190,Ugyx-JfFiygBUn9_y4J4AaABAg,Who misses the intro from a newly posted video from sykkuno,0,0
191,UgzNOSXNhoIVPV5RBvh4AaABAg,Yes the videos are back!!!,4,0
192,UgxefpRrvLdfvMCxSaV4AaABAg,You see the strat you missed sykkuno is you should have went a.......... to rotate through enemy spawn to c,0,0
193,UgzcRmgwmzuLFNSJN3R4AaABAg,the channel has revived,5,0
194,UgwGT6gFgCb6zvPuoQl4AaABAg,"Omg, haven&#39;t heard that intro in so long.",4,1
195,UgwcugRYhSNhG5zjNPV4AaABAg,Omg yes a video!! I missed these,4,0
196,UgwNMQj_j1OrwAOL9fB4AaABAg,why is he so funny lmao,1,0
197,Ugy3rP1z82pZifFdfw14AaABAg,Wow! New video! This is like a highlight of that livestream!,2,1
198,UgzJHCpHw_DZWhJRrUx4AaABAg,"Lol toast getting pissed, he is a good content for ur video",2,0
199,UgyI8Ig4ZR42_NWXOnR4AaABAg,Syd with more and more minecraft was getting me lmao,0,1
200,Ugxr_XzN6KXK0vQKNYV4AaABAg,oh god not the annihilation noise &gt;.&lt; immediately got goose bumps,0,0
201,Ugx1639Icn579wAHRGt4AaABAg,The sounds of classic games in the background music,1,0
202,Ugymp0WKibA1KZaaoed4AaABAg,omg a Sykkuno vid!!! Lets gooo!!,2,0
203,Ugz5DQDE8kPvPaatR6l4AaABAg,"This mean, no strimm today 🥲<br>Nice video as always Syk❤️",2,1
204,UgzwSNHozwsGt_a1tB14AaABAg,You’re backkkk!,3,0
205,Ugz10rYsXoFZyiwVqjJ4AaABAg,Sykkuno upload? :D today is a good day,3,0
206,Ugy8ak4oZvcOMa_O64N4AaABAg,thank you mr editor,1,0
207,UgxHXl9dconu8k4Azeh4AaABAg,Great video!,1,1
208,UgzxKs1Kanesbu7cHHl4AaABAg,"Yo sykkuno I just played you in yugioh Master duels and you messed me up, but I added you to my follow list on that game amd as a huge fan of yours I&#39;d love to play you again sometime",0,0
209,UgzwbNEIhNzNf5KLOCt4AaABAg,You know what&#39;s funny we have to pay to talk to you I loved you so I can know,0,0
